label_index,label,rank,tag_index,tag,corr,positive_rate,negative_rate,lift,is_exact_label_name
9,cars,3,433,racing,0.19869501799777756,0.15292712066905614,0.003009801370457108,50.809539817051956,False
9,cars,4,721,automobile,0.19165540717919607,0.12066905615292713,0.0018995576372625553,63.524490408155145,False
9,cars,5,544,auto,0.18306169826809532,0.12305854241338113,0.0022551825830514354,54.56675999123507,False
9,cars,6,490,classic,0.16848803237640633,0.11589008363201912,0.0024373319455286667,47.54773692900206,False
9,cars,7,601,vehicle,0.1597813184869393,0.1111111111111111,0.002532743516350074,43.86969375181531,False
9,cars,8,978,locomotive,0.12201581065013914,0.06810035842293907,0.0016480180414606643,41.32233597347106,False
9,cars,9,985,engine,0.08666153685771819,0.04898446833930705,0.0017867985081099836,27.414509230830184,False
9,cars,10,403,traffic,0.08146287063822354,0.06690561529271206,0.0038511579495186053,17.372814213692042,False
10,castle,1,367,castle,0.3248570503109459,0.44816053511705684,0.003686500673412301,121.56767871289827,True
10,castle,2,446,cathedral,0.06784820141705358,0.07357859531772576,0.0026332147667230722,27.942394529917387,False
10,castle,3,17,architecture,0.062134343501426346,0.23411371237458195,0.028447352971647615,8.229716146551581,False
10,castle,4,429,ruins,0.045266935371614726,0.06020066889632107,0.0038505370031425906,15.634318668799216,False
10,castle,5,85,church,0.044853012880649634,0.10367892976588629,0.01087819870842974,9.53088348870742,False
10,castle,6,559,palace,0.04420358039765787,0.05016722408026756,0.0028317850606071073,17.715700821058793,False
10,castle,7,456,monument,0.04365964670902226,0.056856187290969896,0.003686500673412301,15.422767578302649,False
10,castle,8,762,monastery,0.0409115637673555,0.04013377926421405,0.0021238387954553304,18.896726240631363,False
10,castle,9,301,europa,0.035883404664850155,0.056856187290969896,0.005214628587215527,10.903190382236929,False
10,castle,10,96,spain,0.03448962349918816,0.08361204013377926,0.011249438823082502,7.432546380602887,False
11,cat,1,88,cat,0.8253535095148371,0.9413533834586466,0.004085472616880232,230.41424520305156,True
11,cat,2,725,kitten,0.4294571304031503,0.23082706766917294,0.0006271940904379034,368.0254660138031,False
11,cat,3,666,kitty,0.406906896847835,0.20902255639097744,0.0005923499743024644,352.8640952439649,False
11,cat,4,293,cats,0.4042281551766765,0.3097744360902256,0.0030488601618509194,101.60302985882697,False
11,cat,5,903,feline,0.31553707437558076,0.1586466165413534,0.0010279014259954528,154.3388102605401,False
11,cat,6,251,pet,0.17002198753556635,0.14135338345864662,0.005705724017178149,24.773919189551517,False
11,cat,7,418,pets,0.14856536200947573,0.1037593984962406,0.003989651297507775,26.00707196900551,False
11,cat,8,68,cute,0.13848568566284958,0.17443609022556392,0.01365889352509212,12.770871388403592,False
11,cat,9,29,animal,0.10164459187353986,0.20601503759398496,0.032265651541416585,6.384962766981907,False
11,cat,10,152,eyes,0.09363109218709881,0.09548872180451128,0.008806850353232228,10.842539562860868,False
12,cityscape,1,353,cityscape,0.5109260033067073,0.3613782051282051,0.0014362938396051497,251.6029026473609,True
12,cityscape,2,239,skyline,0.31544050171358196,0.27003205128205127,0.004726712453973311,57.128816830584306,False
12,cityscape,3,21,city,0.20381447392336574,0.3629807692307692,0.026288529670348802,13.80756724346237,False
12,cityscape,4,15,night,0.19845265813654747,0.3766025641025641,0.02985750224148887,12.613327294537665,False
12,cityscape,5,125,buildings,0.17700676031527615,0.1891025641025641,0.009174870951174714,20.610902213216423,False
12,cityscape,6,81,lights,0.16034591374361676,0.18028846153846154,0.010271677155964101,17.551982337563672,False
12,cityscape,7,576,skyscraper,0.15944091040187522,0.09294871794871795,0.0024634615552015598,37.730790011542446,False
12,cityscape,8,181,downtown,0.1466202576087066,0.1330128205128205,0.006606951662183689,20.132223753339897,False
12,cityscape,9,197,manhattan,0.12792141791451273,0.11137820512820513,0.0061194822378328505,18.20056481804583,False
12,cityscape,10,40,urban,0.10356262360509247,0.15544871794871795,0.01769688106616527,8.783956875110157,False
13,clouds,1,4,clouds,0.35444379603906967,0.2176055233014279,0.014561724146115687,14.943655138730419,True
13,clouds,2,1,sky,0.31349910232372286,0.2418013494429625,0.037324060667916735,6.478429472346157,False
13,clouds,3,10,sunset,0.23820227225756774,0.14106386317276007,0.020697348745579266,6.815549505943109,False
13,clouds,4,8,landscape,0.18680776636977042,0.12678487368586222,0.03004913246777907,4.219251308812237,False
13,clouds,5,97,cloud,0.1471855584604457,0.0440608818452848,0.0039875626023593074,11.049552256231149,False
13,clouds,6,14,sea,0.13517836382826856,0.08793346932370939,0.026322660273907575,3.340598746582094,False
13,clouds,7,89,sunrise,0.1246057041701003,0.042021026204299386,0.006622202178918136,6.345468110803469,False
13,clouds,8,33,sun,0.12322839704357325,0.06238820021967676,0.016163869834563624,3.8597298951870767,False
13,clouds,9,20,beach,0.12216108153125874,0.07594539463361054,0.023616814222306614,3.21573315356594,False
13,clouds,10,2,blue,0.1197124873472649,0.12270516240389141,0.05322684009399255,2.3053247033632096,False
14,computer,1,766,mac,0.19203266040890618,0.18584070796460178,0.000724050545623804,256.6646105602859,False
14,computer,2,299,apple,0.18456678763907516,0.26548672566371684,0.001732549519885531,153.23383272931216,False
14,computer,3,386,room,0.09218414995156822,0.1504424778761062,0.0023704035719826918,63.46676784771831,False
14,computer,4,300,office,0.08526094699323676,0.1592920353982301,0.0031203130656644886,51.04985671229144,False
14,computer,5,257,work,0.07066451454640682,0.1592920353982301,0.004533935559501439,35.13320645511811,False
14,computer,6,780,classroom,0.05493493623210881,0.07079646017699115,0.0014825796886582653,47.751897047834944,False
14,computer,7,684,furniture,0.04851105778026401,0.05309734513274336,0.0010688365197303773,49.67724940166104,False
14,computer,8,553,display,0.04841773426523057,0.07079646017699115,0.0019049425069388177,37.164427941963886,False
14,computer,9,679,phone,0.04323209601893302,0.05309734513274336,0.0013446652990156361,39.48712017809285,False
14,computer,10,415,chair,0.03152167256266096,0.05309734513274336,0.0024652197148619993,21.538501995427918,False
15,coral,1,487,coral,0.6258447953977746,0.45569620253164556,0.0005379236148466917,847.1235110702582,True
15,coral,2,206,underwater,0.4301634708234277,0.4522439585730725,0.004754550660257856,95.11793010724692,False
15,coral,3,150,fish,0.38756492716096225,0.4430379746835443,0.006255531069426851,70.82328766872544,False
15,coral,4,489,scuba,0.3806409573449119,0.285385500575374,0.0020128754620069756,141.7793093357763,False
15,coral,5,946,reef,0.3655511023526472,0.21518987341772153,0.000954380606986066,225.47359733273575,False
15,coral,6,393,diving,0.3564973332654731,0.28423475258918296,0.0025507990768536674,111.42925794343513,False
15,coral,7,963,dive,0.24119262327247115,0.14039125431530494,0.001431570910479099,98.06729280032171,False
15,coral,8,635,aquarium,0.2381941538772841,0.1668584579976985,0.0023252182061115063,71.76003953467301,False
15,coral,9,981,reefs,0.20263544062455668,0.11622554660529344,0.0015270089711777056,76.11271293876268,False
15,coral,10,340,marine,0.1850370006612381,0.16340621403912542,0.004329417480782245,37.74314843347394,False
16,cow,1,426,cow,0.775108345335979,0.8244111349036403,0.001227736468960747,671.4832139582378,True
16,cow,2,662,cows,0.2757410812473915,0.26124197002141325,0.002498703095279267,104.55061067834029,False
16,cow,3,875,horns,0.13836807119058875,0.10920770877944326,0.0019799412069859933,55.156772749812426,False
16,cow,4,203,farm,0.11164370958204516,0.17130620985010706,0.00798893307971641,21.442914055182882,False
16,cow,5,740,moose,0.07176144429308175,0.06423982869379015,0.0027062078505965762,23.73786673516646,False
16,cow,6,29,animal,0.06209333129190757,0.21199143468950749,0.033537956078160125,6.320939206493979,False
16,cow,7,106,field,0.05019096399202029,0.10492505353319058,0.013193844025592254,7.952571199413481,False
16,cow,8,934,nose,0.046720103907992375,0.03854389721627409,0.0022739062770188484,16.950451345027513,False
16,cow,9,56,animals,0.040390787192911205,0.11349036402569593,0.0210617326647069,5.388460766633115,False
16,cow,10,201,rural,0.036600383878851964,0.059957173447537475,0.007945702922358638,7.545853220901359,False
17,dancing,1,450,dancing,0.6178303793199353,0.6184834123222749,0.0013828270169828443,447.25691800738656,True
17,dancing,2,282,dance,0.25558011626584687,0.3080568720379147,0.00404476902467482,76.16160985770563,False
17,dancing,3,763,cheerleader,0.18848587094374608,0.17535545023696683,0.00242858994857612,72.20434157539086,False
17,dancing,4,524,movement,0.0896366390642957,0.08767772511848342,0.002938507411088544,29.837405348571366,False
17,dancing,5,598,basketball,0.08610589842596095,0.08056872037914692,0.002687870014260404,29.97482400691021,False
17,dancing,6,923,cheering,0.0837739232381079,0.07109004739336493,0.002203880558316408,32.2566186987397,False
17,dancing,7,436,jump,0.04872378310205822,0.05924170616113744,0.004407761116632816,13.440288661447868,False
17,dancing,8,188,girls,0.047889564064183855,0.08056872037914692,0.008098180718205781,9.948979121721347,False
17,dancing,9,297,holland,0.04696120797827776,0.06398104265402843,0.005444881379369949,11.750657303549724,False
17,dancing,10,266,netherlands,0.0455286353377364,0.06398104265402843,0.005747374789334947,11.132202732058929,False
18,dog,1,100,dog,0.8542850339297613,0.9007795889440113,0.002536699327033718,355.09768081995077,True
18,dog,2,504,puppy,0.4620519987632805,0.27285613040396883,0.0008717179817985286,313.00605934550646,False
18,dog,3,290,dogs,0.4510443008104836,0.333805811481219,0.0024931134279437914,133.890611968829,False
18,dog,4,889,pups,0.28755217475513356,0.14386959603118354,0.0012291223543359252,117.04972660077223,False
18,dog,5,251,pet,0.2719867970328888,0.21545003543586108,0.004698559921894069,45.854387402414076,False
18,dog,6,418,pets,0.22193036764555454,0.1481218993621545,0.0033735485895603056,43.90672502932876,False
18,dog,7,68,cute,0.13179174252482556,0.16229624379872432,0.013694689494054883,11.851027024666006,False
18,dog,8,934,nose,0.07932691703508493,0.03756201275690999,0.001987516998500645,18.898874221706734,False
18,dog,9,29,animal,0.07461614388452505,0.1566265060240964,0.03275044457617072,4.782422657976115,False
18,dog,10,800,adorable,0.07375012415490051,0.03897944720056697,0.0025018306077617767,15.580311982960096,False
19,earthquake,1,944,earthquake,0.29727636652907985,0.7714285714285715,0.0017916824587396202,430.5585914957966,True
19,earthquake,2,707,relief,0.05895023215434811,0.14285714285714285,0.0016883161630431038,84.61466509507359,False
19,earthquake,3,399,pakistan,0.02826490784889831,0.11428571428571428,0.004530889294697309,25.22362931779733,False
19,earthquake,4,368,death,0.01745111258038616,0.05714285714285714,0.0029028701374771734,19.684886883589584,False
19,earthquake,5,281,thailand,0.011692595984921242,0.05714285714285714,0.005822967990903766,9.81334073941574,False
19,earthquake,6,994,warehouse,0.011571772570844354,0.02857142857142857,0.0016280191572201359,17.549709380030013,False
19,earthquake,7,623,library,0.01133923316746029,0.02857142857142857,0.0016883161630431038,16.922937757435633,False
19,earthquake,8,860,hangar,0.010908102917716364,0.02857142857142857,0.0018089101746890397,15.794748143787004,False
19,earthquake,9,52,old,0.009834078273937556,0.08571428571428572,0.015556627502325742,5.509821495903037,False
19,earthquake,10,529,antique,0.00922272332383691,0.02857142857142857,0.0024204940908934295,11.80392079440056,False
20,elk,1,999,elk,0.5854095309720205,0.4503968253968254,0.0006054158774638264,743.9339020055946,True
20,elk,2,228,deer,0.2944364380321897,0.38095238095238093,0.0054487428971744375,69.91551977883445,False
20,elk,3,939,antlers,0.24559273780603558,0.1865079365079365,0.0016519204656512978,112.9030249069249,False
20,elk,4,49,wildlife,0.1430300428320504,0.3551587301587302,0.022504173045155375,15.781898833923124,False
20,elk,5,881,fawn,0.13798102961770847,0.10317460317460317,0.0018940868166368284,54.47166811557222,False
20,elk,6,323,colorado,0.08136386874472651,0.09722222222222222,0.005163332554941491,18.829320578232274,False
20,elk,7,740,moose,0.07123831229472408,0.061507936507936505,0.002698425053838769,22.793932513008187,False
20,elk,8,29,animal,0.05814716375349044,0.19444444444444445,0.03355733720799495,5.79439290118018,False
20,elk,9,56,animals,0.05716389743546514,0.14682539682539683,0.02088684777250201,7.029559372913218,False
20,elk,10,872,caribou,0.05208078333861344,0.03968253968253968,0.0020930091763749427,18.95947735713959,False
21,fire,1,699,firefighter,0.17004147287056742,0.14318706697459585,0.002039863778588345,70.19408675064477,False
21,fire,2,962,storms,0.10511493869035435,0.09237875288683603,0.0023942468926651337,38.58347998071581,False
21,fire,3,157,storm,0.07361621697867399,0.13625866050808313,0.010493197572907844,12.985416476453402,False
21,fire,4,210,smoke,0.05939440734068933,0.08314087759815242,0.00601586944871817,13.820238305451351,False
21,fire,5,194,weather,0.058140554531133634,0.09930715935334873,0.008755855964872855,11.34178729456953,False
21,fire,6,814,riot,0.052377406418420855,0.04157043879907621,0.001979359344477674,21.00186552603503,False
21,fire,7,15,night,0.04741413164220076,0.17321016166281755,0.03306135149618822,5.239051382768603,False
21,fire,8,917,airforce,0.034299240957011805,0.03002309468822171,0.002325098967967224,12.912558121725388,False
21,fire,9,440,exposure,0.03161792008611748,0.03464203233256351,0.003500613687831694,9.89596295453882,False
21,fire,10,274,photojournalism,0.029693708148911348,0.04387990762124711,0.005955365014607499,7.368119977938805,False
22,fish,1,150,fish,0.6622207292872871,0.7154811715481172,0.0036641168349671356,195.26648879078297,True
22,fish,2,206,underwater,0.4137808457220966,0.41527196652719667,0.004723411275407872,87.91762417832136,False
22,fish,3,635,aquarium,0.3835761410599898,0.25418410041841005,0.00147606602356496,172.20258737386354,False
22,fish,4,489,scuba,0.3639962189371379,0.2604602510460251,0.002005713243785328,129.8585245262791,False
22,fish,5,393,diving,0.33385209670235627,0.25418410041841005,0.002587456911896224,98.23666121091819,False
22,fish,6,487,coral,0.26643966131403435,0.18723849372384938,0.002422484826909552,77.2916010568803,False
22,fish,7,946,reef,0.23879388605355362,0.13493723849372385,0.001458700540934784,92.50447207110203,False
22,fish,8,963,dive,0.20275884382109902,0.11297071129707113,0.0015542106954007518,72.68640909966902,False
22,fish,9,340,marine,0.1784381229502362,0.1506276150627615,0.004315322433598736,34.905219326787034,False
22,fish,10,537,tropical,0.1496579244105197,0.10774058577405858,0.003143152356061856,34.27776982829782,False
23,flags,1,503,flags,0.4389458669209142,0.7006369426751592,0.0024834008795378117,282.1268757611125,True
23,flags,2,286,flag,0.1656794887409908,0.3184713375796178,0.004449426575838579,71.57565731108235,False
23,flags,3,610,memorial,0.042918164358795426,0.06369426751592357,0.0026558592739501594,23.982459581374282,False
23,flags,4,510,stripes,0.038837056376656146,0.05732484076433121,0.0026127446753470727,21.940387785055368,False
23,flags,5,212,protest,0.033281912280817096,0.08280254777070063,0.0069586962145382425,11.899131134133551,False
23,flags,6,148,america,0.03156860585500774,0.08917197452229299,0.008735017676985427,10.208552029805062,False
23,flags,7,479,soldiers,0.029418814687666432,0.050955414012738856,0.003466413727688195,14.699710138068355,False
23,flags,8,5,red,0.027726302617211894,0.19745222929936307,0.043381909114426145,4.551486963464063,False
23,flags,9,369,wind,0.026794551265088326,0.05732484076433121,0.005087522635164266,11.267711654193704,False
23,flags,10,817,protesters,0.025537610818080998,0.03821656050955414,0.0025868759161852203,14.77319516506187,False
24,flowers,1,39,flowers,0.5968787939992081,0.4734982332155477,0.00592616609476462,79.89945550788673,True
24,flowers,2,32,flower,0.5557542873591257,0.45170789163722025,0.008024641322849963,56.290034727240425,False
24,flowers,3,22,macro,0.33138301535627757,0.2807224185316058,0.015923194005385787,17.629770267130635,False
24,flowers,4,258,excellence,0.2954889649536215,0.1221044365920691,0.0017292156385939315,70.61221153958526,False
24,flowers,5,411,petals,0.2493299946972504,0.08441303494307027,0.001053740779768177,80.10721943346127,False
24,flowers,6,98,garden,0.23430153384506916,0.13722025912838634,0.007358172795475219,18.64866271231634,False
24,flowers,7,851,blooms,0.2310640027518898,0.0624263839811543,0.0003152216007853521,198.0334262987224,False
24,flowers,8,648,blossoms,0.22800610825956918,0.06615626226933648,0.000603424207217674,109.63295000190837,False
24,flowers,9,50,pink,0.21127260469584214,0.1391833529642717,0.010222186196896419,13.61579843346476,False
24,flowers,10,330,rose,0.2028494938005692,0.06968983117393011,0.0017472283014959517,39.88571056063905,False
25,food,1,129,food,0.307787340085984,0.43523316062176165,0.0025704280021391483,169.32257080682575,True
25,food,2,719,vegetables,0.2203056145348797,0.18652849740932642,0.0008711853295840737,214.10641342439118,False
25,food,3,425,fruit,0.19352790894745353,0.19689119170984457,0.00137146997429572,143.56112039547045,False
25,food,4,342,market,0.08453477874439637,0.12435233160621761,0.0032173478013352423,38.650454591842376,False
25,food,5,5,red,0.05858909935512578,0.33678756476683935,0.043102109821105114,7.81371255438648,False
25,food,6,299,apple,0.04562545223055721,0.05181347150259067,0.0019062570082978246,27.18060023965731,False
25,food,7,850,bazaar,0.041137539064920764,0.04145077720207254,0.0015008539341349388,27.617951407409734,False
25,food,8,6,green,0.035678223922996986,0.23834196891191708,0.0488898856245795,4.875076452241189,False
25,food,9,599,coffee,0.03473607908829565,0.031088082901554404,0.001181706833198199,26.30756542361978,False
25,food,10,464,kitchen,0.0331814281006243,0.03626943005181347,0.0017423706591681474,20.816025396614158,False
26,fox,1,688,fox,0.638762516787415,0.6141304347826086,0.0009761660000518318,629.1185654533612,True
26,fox,2,938,kit,0.07635957602459123,0.059782608695652176,0.0016499796992026539,36.232116312327115,False
26,fox,3,49,wildlife,0.07635019283908383,0.23097826086956522,0.023289765806546358,9.917582409901994,False
26,fox,4,419,mammal,0.06951841675855713,0.09510869565217392,0.005044964106462564,18.852169237170227,False
26,fox,5,717,cubs,0.0524671020818145,0.05434782608695652,0.002885304814312494,18.836016027563492,False
26,fox,6,29,animal,0.04918918158984124,0.19293478260869565,0.0337511554177213,5.716389055632248,False
26,fox,7,323,colorado,0.0431622165039478,0.0625,0.005381870956037976,11.613042077766647,False
26,fox,8,118,baby,0.038923671671783996,0.08152173913043478,0.01042683506250054,7.818448307400517,False
26,fox,9,711,wolf,0.03225937076166864,0.035326086956521736,0.0030667161948531,11.51915583980392,False
26,fox,10,0,nature,0.030504559461591262,0.25271739130434784,0.09397109512003386,2.689309665790773,False
27,frost,1,631,frost,0.5037930180856653,0.38860103626943004,0.0010125662062519473,383.7746175251713,True
27,frost,2,36,winter,0.21548997882896806,0.5198618307426598,0.02447467719043168,21.240796121222687,False
27,frost,3,41,snow,0.1936951884462091,0.4697754749568221,0.024699691902932114,19.019479943644775,False
27,frost,4,133,ice,0.12069062936194576,0.17962003454231434,0.009147713504344514,19.63549121888169,False
27,frost,5,164,cold,0.11559373827160074,0.16580310880829016,0.008489978190881712,19.52925199429176,False
27,frost,6,831,crystals,0.11421092861400514,0.0535405872193437,0.0007962059057707619,67.24381770232877,False
27,frost,7,620,frozen,0.06588006103799976,0.0535405872193437,0.00270883096202444,19.765131275676804,False
27,frost,8,24,trees,0.06253337143447665,0.19689119170984457,0.03404645688371932,5.783014207679679,False
