label_index,label,label_positive_count,label_positive_rate,best_tag_index,best_tag,best_tag_corr,best_tag_pos_rate,best_tag_neg_rate,best_tag_lift,best_single_tag_ap,exact_tag_index,exact_tag_rank,exact_tag_corr,exact_tag_pos_rate,exact_tag_neg_rate,exact_tag_lift,exact_tag_ap,best_visual_abs_corr,best_visual_view,best_visual_feature_index
34,lake,7756,0.066788946584343,59,lake,0.428142669366235,0.24961320268179474,0.004493822147991621,55.5457356798143,0.2495608620860238,59,1,0.428142669366235,0.24961320268179474,0.004493822147991621,55.5457356798143,0.2495608620860238,0.22183661945378388,Normalized_EDH.npy,19
35,leaf,786,0.006768451781239505,271,leaf,0.2747406644928456,0.2340966921119593,0.003207879245021285,72.97530688607237,0.08293450550853296,271,1,0.2747406644928456,0.2340966921119593,0.003207879245021285,72.97530688607237,0.08293450550853296,0.12217968332951373,Normalized_CORR.npy,22
36,map,1,8.611261808192755e-06,799,maps,0.10779330114898163,1.0,0.000731963556826206,1366.169584507862,0.011627906976744186,,,,,,,,0.01850986978098698,Normalized_CH.npy,22
37,military,1705,0.014682201382968647,151,military,0.5049734654643878,0.4029325513196481,0.0032773417699393475,122.94455694852219,0.2694203725778007,151,1,0.5049734654643878,0.4029325513196481,0.0032773417699393475,122.94455694852219,0.2694203725778007,0.10358553996811919,Normalized_CH.npy,6
38,moon,468,0.004030070526234209,221,moon,0.6573263970588494,0.8675213675213675,0.0035016730215547427,247.74411966511727,0.4348294287051971,221,1,0.6573263970588494,0.8675213675213675,0.0035016730215547427,247.74411966511727,0.4348294287051971,0.08009569399817092,Normalized_WT.npy,57
39,mountain,2921,0.025153495741731036,80,mountain,0.5610243018062381,0.46799041424169807,0.005326572796494886,87.85941045535898,0.33812448778820625,80,1,0.5610243018062381,0.46799041424169807,0.005326572796494886,87.85941045535898,0.33812448778820625,0.14376678376067095,Normalized_WT.npy,61
40,nighttime,1925,0.016576678980771052,15,night,0.32957620055457604,0.4909090909090909,0.025875203586627205,18.972175795402975,0.12739008552307785,820,3,0.19114808909505507,0.07584415584415584,0.001252167212483144,60.56983395645112,0.05363516746697128,0.1787125964501477,Normalized_CH.npy,59
41,ocean,6651,0.05727350228629001,37,ocean,0.39577997326865677,0.294842880769809,0.012157915890240784,24.25108471885658,0.21602074533777382,37,1,0.39577997326865677,0.294842880769809,0.012157915890240784,24.25108471885658,0.21602074533777382,0.24735445920562743,Normalized_EDH.npy,19
42,person,30766,0.2649340807908583,19,portrait,0.2408671605302962,0.10843138529545603,0.008329330724804067,13.018004530965646,0.3255884536141068,366,20,0.10170970551008127,0.017031788337775466,0.0007146120593713756,23.833294976588963,0.2756776036871163,0.2823294003142672,Normalized_CORR.npy,9
43,plane,1378,0.011866318771689616,180,plane,0.5946756956439441,0.5174165457184325,0.002753836634741915,187.88866060688375,0.3642473803534126,180,1,0.5946756956439441,0.5174165457184325,0.002753836634741915,187.88866060688375,0.3642473803534126,0.11969942302055478,Normalized_CH.npy,6
44,plants,8423,0.07253265821040757,211,plants,0.31484937492267456,0.11112430250504571,0.0003621035430438981,306.8769855193579,0.171151847562783,211,1,0.31484937492267456,0.11112430250504571,0.0003621035430438981,306.8769855193579,0.171151847562783,0.2400399841666007,Normalized_CORR.npy,22
45,police,733,0.006312054905405289,156,police,0.7621124900753922,0.9331514324693042,0.003553044352392672,262.6335963143677,0.5838548401366491,156,1,0.7621124900753922,0.9331514324693042,0.003553044352392672,262.6335963143677,0.5838548401366491,0.05083201932557091,Normalized_CM55.npy,109
46,protest,422,0.0036339524830573426,212,protest,0.5349811289020137,0.7488151658767772,0.004355905103495959,171.90766075211042,0.28948058938223137,212,1,0.5349811289020137,0.7488151658767772,0.004355905103495959,171.90766075211042,0.28948058938223137,0.06759637012821883,Normalized_WT.npy,60
47,railroad,464,0.003995625479001438,378,railroad,0.8502256524828176,0.8814655172413793,0.0007694768422053726,1145.5238464053166,0.7244081506278123,378,1,0.8502256524828176,0.8814655172413793,0.0007694768422053726,1145.5238464053166,0.7244081506278123,0.04230400849684618,Normalized_WT.npy,40
48,rainbow,239,0.0020580915721580685,325,rainbow,0.6525319165128154,0.9163179916317992,0.0021658843020847716,423.06681390213805,0.4271374170816192,325,1,0.6525319165128154,0.9163179916317992,0.0021658843020847716,423.06681390213805,0.4271374170816192,0.05110276283808451,Normalized_CORR.npy,76
49,reflection,4593,0.03955152548502932,27,reflection,0.40152994938429093,0.37339429566731985,0.016811017268276936,22.211272381428433,0.20315959506878475,27,1,0.40152994938429093,0.37339429566731985,0.016811017268276936,22.211272381428433,0.20315959506878475,0.09971174728894847,Normalized_CM55.npy,205
50,road,5600,0.04822306612587943,101,road,0.43645799439756017,0.245,0.0026690310964741647,91.79326999634736,0.2380520861907858,101,1,0.43645799439756017,0.245,0.0026690310964741647,91.79326999634736,0.2380520861907858,0.105942328631726,Normalized_EDH.npy,52
51,rocks,3623,0.03119860153108235,113,rocks,0.4741508796310062,0.3105161468396357,0.003270994809073455,94.92989920965371,0.25548994418346305,113,1,0.4741508796310062,0.3105161468396357,0.003270994809073455,94.92989920965371,0.25548994418346305,0.11305288223948295,Normalized_EDH.npy,22
52,running,247,0.0021269816666236105,509,running,0.43165176708451003,0.5748987854251012,0.00252847773558854,227.36863119143655,0.1885722917550657,509,1,0.43165176708451003,0.5748987854251012,0.00252847773558854,227.36863119143655,0.1885722917550657,0.03157850495694114,Normalized_CM55.npy,127
53,sand,1052,0.009059047422218778,788,dunes,0.16460213356549705,0.08935361216730038,0.001755376928090376,50.902522251606975,0.03662539808159405,75,2,0.14228862712809123,0.20342205323193915,0.014390614816424072,14.135735301762075,0.03049555257795803,0.08698920404265202,Normalized_CH.npy,21
54,sign,387,0.003332558319770596,173,sign,0.48904984375945454,0.6434108527131783,0.003585622947986867,179.4413628072047,0.24246742389697248,173,1,0.48904984375945454,0.6434108527131783,0.003585622947986867,179.4413628072047,0.24246742389697248,0.04150257640878632,Normalized_WT.npy,73
55,sky,43545,0.3749773954377535,1,sky,0.380427685315607,0.2363761625904237,0.007674078972748064,30.801854582326822,0.5105831376960929,1,1,0.380427685315607,0.2363761625904237,0.007674078972748064,30.801854582326822,0.5105831376960929,0.35332245926264805,Normalized_WT.npy,60
56,snow,3149,0.027116863433998984,41,snow,0.7711940850174271,0.7745315973324866,0.0060808298960859635,127.37247165988157,0.6104270367967839,41,1,0.7711940850174271,0.7745315973324866,0.0060808298960859635,127.37247165988157,0.6104270367967839,0.16876837334579423,Normalized_CH.npy,30
57,soccer,87,0.0007491797773127696,616,soccer,0.4591319768216858,0.9195402298850575,0.0023095484315753187,398.1454754785535,0.21144883742692344,616,1,0.4591319768216858,0.9195402298850575,0.0023095484315753187,398.1454754785535,0.21144883742692344,0.06651621547109536,Normalized_CH.npy,42
58,sports,981,0.008447647833837092,202,sports,0.6753527375919938,0.654434250764526,0.0023622184009865735,277.0410602510768,0.4625984179617582,202,1,0.6753527375919938,0.654434250764526,0.0023622184009865735,277.0410602510768,0.4625984179617582,0.05886369058009767,Normalized_CH.npy,42
59,statue,292,0.0025144884479922844,292,statue,0.7686372999760853,0.9486301369863014,0.0014417058747356153,657.986891599056,0.5919547273622703,292,1,0.7686372999760853,0.9486301369863014,0.0014417058747356153,657.986891599056,0.5919547273622703,0.02104633473053365,Normalized_CORR.npy,10
60,street,1312,0.011297975492348894,31,street,0.35185215192646724,0.5373475609756098,0.01900448547663633,28.27476118143794,0.13644630522405202,31,1,0.35185215192646724,0.5373475609756098,0.01900448547663633,28.27476118143794,0.13644630522405202,0.1013302438350585,Normalized_WT.npy,109
61,sun,2064,0.017773644372109845,33,sun,0.4522482672645259,0.5915697674418605,0.018665123659731903,31.69384094570462,0.22287322983759356,33,1,0.4522482672645259,0.5915697674418605,0.018665123659731903,31.69384094570462,0.22287322983759356,0.20571075359735325,Normalized_CORR.npy,123
62,sunset,4900,0.042195182860144495,10,sunset,0.7410455521557521,0.8497959183673469,0.018655542269413003,45.55190412457758,0.5735041339355217,10,1,0.7410455521557521,0.8497959183673469,0.018655542269413003,45.55190412457758,0.5735041339355217,0.31883617403087366,Normalized_CORR.npy,87
63,surf,121,0.0010419626787913233,652,surf,0.42927517370875046,0.7851239669421488,0.0026550350843921864,295.7102241154167,0.18530274357501336,652,1,0.42927517370875046,0.7851239669421488,0.0026550350843921864,295.7102241154167,0.18530274357501336,0.06145814487151838,Normalized_CORR.npy,132
64,swimmers,281,0.002419764568102164,306,swimming,0.24588823851956154,0.39501779359430605,0.005162025447576955,76.52365188226793,0.06330732083880035,,,,,,,,0.17206751918679652,Normalized_CH.npy,60
65,tattoo,172,0.0014811370310091538,772,club,0.05952226275982034,0.0755813953488372,0.002147384761329826,35.19679134451813,0.005119412534124341,,,,,,,,0.043783823613706266,Normalized_CORR.npy,45
66,temple,724,0.006234553549131554,245,temple,0.7565950595371858,0.7154696132596685,0.0011004913217160732,650.1306351399895,0.5763681209689346,245,1,0.7565950595371858,0.7154696132596685,0.0011004913217160732,650.1306351399895,0.5763681209689346,0.029370561196469747,Normalized_EDH.npy,1
67,tiger,416,0.003582284912208186,501,tiger,0.7217264961142141,0.7860576923076923,0.0014259664163303403,551.2417269358226,0.523207185602993,501,1,0.7217264961142141,0.7860576923076923,0.0014259664163303403,551.2417269358226,0.523207185602993,0.0740152745350631,Normalized_WT.npy,62
68,tower,1419,0.012219380505825519,142,tower,0.581753635833177,0.5271317829457365,0.003478397321895596,151.54400970455362,0.34953977275299297,142,1,0.581753635833177,0.5271317829457365,0.003478397321895596,151.54400970455362,0.34953977275299297,0.08273875509152424,Normalized_CH.npy,61
69,town,1301,0.011203251612458774,347,town,0.1638407516672292,0.11145272867025365,0.0036141640395032483,30.83767894187307,0.038812914466675785,347,1,0.1638407516672292,0.11145272867025365,0.0036141640395032483,30.83767894187307,0.038812914466675785,0.1185727486691482,Normalized_WT.npy,105
70,toy,378,0.0032550569634968614,243,toy,0.6218181419466238,0.49206349206349204,0.00043196917467969485,1139.0907962828271,0.3894661144867049,243,1,0.6218181419466238,0.49206349206349204,0.00043196917467969485,1139.0907962828271,0.3894661144867049,0.034593749558602484,Normalized_CORR.npy,11
71,train,424,0.003651175006673728,175,train,0.6297711006832114,0.8608490566037735,0.003655912119824032,235.46701444646973,0.39925159954868505,175,1,0.6297711006832114,0.8608490566037735,0.003655912119824032,235.46701444646973,0.39925159954868505,0.031966592414988816,Normalized_EDH.npy,51
72,tree,3150,0.027125474695807176,30,tree,0.4879221691344253,0.5317460317460317,0.016383865742584772,32.455448887708776,0.26530359731983616,30,1,0.4879221691344253,0.5317460317460317,0.016383865742584772,32.455448887708776,0.26530359731983616,0.14978977567676316,Normalized_WT.npy,30
73,valley,2186,0.018824218312709362,61,mountains,0.2891069944898129,0.3174748398902104,0.014955108345547257,21.228508030144443,0.10472771024242994,372,3,0.18097996323422177,0.10064043915827996,0.0035193652855425176,28.596111807600554,0.052583358452139795,0.1539187802942602,Normalized_WT.npy,61
74,vehicle,3554,0.03060442446631705,601,vehicle,0.26197595088381515,0.08806978052898143,0.00063958498041271,137.6961877845771,0.09950868732703114,601,1,0.26197595088381515,0.08806978052898143,0.00063958498041271,137.6961877845771,0.09950868732703114,0.1496590578318666,Normalized_WT.npy,89
75,water,20547,0.17693559637293652,3,water,0.5833011067669853,0.43578137927678007,0.009562670014647416,45.57105211188515,0.49524852494865024,3,1,0.5833011067669853,0.43578137927678007,0.009562670014647416,45.57105211188515,0.49524852494865024,0.24589359875736347,Normalized_EDH.npy,19
76,waterfall,317,0.002729769993197103,407,waterfall,0.5366591050906626,0.7192429022082019,0.0029185735256022794,246.43561025370306,0.290496758667484,407,1,0.5366591050906626,0.7192429022082019,0.0029185735256022794,246.43561025370306,0.290496758667484,0.04176829513923838,Normalized_CM55.npy,7
77,wedding,621,0.0053475935828877,238,wedding,0.7442786826904352,0.7745571658615137,0.0016362786348761104,473.36219255727974,0.5572682584134278,238,1,0.7442786826904352,0.7745571658615137,0.0016362786348761104,473.36219255727974,0.5572682584134278,0.03287065234947849,Normalized_CORR.npy,115
78,whales,238,0.0020494803103498754,340,marine,0.06858324429505822,0.11764705882352941,0.005289544305326649,22.241395405480063,0.006947394070295866,,,,,,,,0.08303137184657056,Normalized_CH.npy,41
79,window,8914,0.07676078775823021,86,window,0.3769223559202455,0.1762396230648418,0.002005353828360367,87.88411886781638,0.21825626244236707,86,1,0.3769223559202455,0.1762396230648418,0.002005353828360367,87.88411886781638,0.21825626244236707,0.20853149251320882,Normalized_EDH.npy,71
80,zebra,189,0.0016275284817484307,794,zebra,0.7301404653744525,0.9312169312169312,0.0011299142645206921,824.1410247189873,0.5339692099024639,794,1,0.7301404653744525,0.9312169312169312,0.0011299142645206921,824.1410247189873,0.5339692099024639,0.08268644226719588,Normalized_WT.npy,20
